Conf,Season,Team,Total.Wins,Total.Losses,Total.Ties,Total.Pct,Conf.Wins,Conf.Losses,Conf.Ties,Conf.Pct,Off,Def,SRS,SOS,Pre,High,Post,Notes
Big 8,1976,Oklahoma State,9,3,0,0.75,5,2,0,0.714,27.4,17.8,16.9,7.81,,13,14,
Big 8,1976,Colorado,8,4,0,0.667,5,2,0,0.714,25.4,18.8,16.83,10.67,,12,16,
Big 8,1976,Iowa State,8,3,0,0.727,4,3,0,0.571,33.5,19.6,13.89,5.16,,14,19,
Big 8,1976,Nebraska,9,3,1,0.731,4,3,0,0.571,32,13.9,17.63,7.79,1,1,9,
Big 8,1976,Missouri,6,5,0,0.545,3,4,0,0.429,22.4,21.9,14.47,13.93,,6,,
Big 8,1976,Kansas,6,5,0,0.545,2,5,0,0.286,23.6,22.8,11.24,10.33,19,8,,
Big 8,1976,Kansas State,1,10,0,0.091,0,7,0,0,14.1,31.5,-0.73,13.18,,,,
Big 8,1977,Oklahoma,10,2,0,0.833,7,0,0,1,33.4,18.1,20.75,8.75,1,1,7,
Big 8,1977,Nebraska,9,3,0,0.75,5,2,0,0.714,26.3,16.7,17.75,9.42,15,9,12,
Big 8,1977,Iowa State,8,4,0,0.667,5,2,0,0.714,20.8,14.8,8.71,4.13,,16,,
Big 8,1977,Colorado,7,3,1,0.682,3,3,1,0.5,24.2,15.8,12.43,5.79,12,3,,
Big 8,1977,Missouri,4,7,0,0.364,3,4,0,0.429,17.7,16.4,9.02,8.93,,,,
Big 8,1977,Kansas,3,7,1,0.318,2,4,1,0.357,11.9,24.5,1.2,9.65,,,,record adjusted to 4-6-1 by NCAA
Big 8,1977,Oklahoma State,4,7,0,0.364,2,5,0,0.286,21.4,24.3,2.44,6.99,20,15,,
Big 8,1977,Kansas State,1,10,0,0.091,0,7,0,0,11.9,26,-2.7,9.39,,,,record adjusted to 2-9-0 by NCAA
Big 8,1978,Oklahoma,11,1,0,0.917,7,1,0,0.875,39.3,14.6,24.82,8.32,4,1,3,
Big 8,1978,Nebraska,9,3,0,0.75,6,2,0,0.75,37,18,21.07,9.65,10,2,8,
Big 8,1978,Iowa State,8,4,0,0.667,4,3,0,0.571,18.3,15.7,8.02,4.94,20,15,,
Big 8,1978,Missouri,8,4,0,0.667,4,3,0,0.571,30.7,19.7,15.31,9.64,,11,15,
Big 8,1978,Kansas State,4,7,0,0.364,3,4,0,0.429,18.3,31.1,-0.54,7.91,,,,
Big 8,1978,Oklahoma State,3,8,0,0.273,3,4,0,0.429,15.2,24.2,3.66,9.76,,,,
Big 8,1978,Colorado,6,5,0,0.545,2,5,0,0.286,20.9,18.7,6.69,5.42,,13,,
Big 8,1978,Kansas,1,10,0,0.091,0,7,0,0,11.3,31.4,-3.33,11.85,,,,
Big 8,1979,Oklahoma,11,1,0,0.917,7,0,0,1,33.8,12.1,22.54,5.46,3,3,3,
Big 8,1979,Nebraska,10,2,0,0.833,6,1,0,0.857,31.7,10.9,19.67,5.17,8,2,9,
Big 8,1979,Oklahoma State,7,4,0,0.636,5,2,0,0.714,17.4,19.3,6.06,5.06,,,,
Big 8,1979,Missouri,7,5,0,0.583,3,4,0,0.429,21.7,13.8,10.38,6.38,12,5,,
Big 8,1979,Colorado,3,8,0,0.273,2,5,0,0.286,15.3,24.9,-1.22,6.5,,,,
Big 8,1979,Iowa State,3,8,0,0.273,2,5,0,0.286,12.5,20.1,-1.62,5.38,,,,
Big 8,1979,Kansas,3,8,0,0.273,2,5,0,0.286,15.6,31.5,-2.62,8.11,,,,
Big 8,1979,Kansas State,3,8,0,0.273,1,6,0,0.143,14,20.5,-1.94,4.06,,,,
Big 8,1980,Oklahoma,10,2,0,0.833,7,0,0,1,33,17.4,21.2,9.62,5,3,3,
Big 8,1980,Nebraska,10,2,0,0.833,6,1,0,0.857,39.2,9.2,25.74,8.74,7,3,7,
Big 8,1980,Missouri,8,4,0,0.667,5,2,0,0.714,27.7,14.6,15.76,6.34,17,9,,
Big 8,1980,Kansas,4,5,2,0.455,3,3,1,0.5,15.5,18.9,8.14,10.05,,,,record adjusted to 3-6-2 by NCAA
Big 8,1980,Oklahoma State,3,7,1,0.318,2,4,1,0.357,17,24.4,1.36,7,,,,
Big 8,1980,Iowa State,6,5,0,0.545,2,5,0,0.286,22.3,16.7,8.64,5.64,,19,,
Big 8,1980,Kansas State,3,8,0,0.273,1,6,0,0.143,11.7,19.3,-0.69,5.22,,,,record adjusted to 4-7-0 by NCAA
Big 8,1980,Colorado,1,10,0,0.091,1,6,0,0.143,14.5,41,-7.19,10.36,,,,
Big 8,1981,Nebraska,9,3,0,0.75,7,0,0,1,30.3,10.4,21.79,8.88,6,4,11,
Big 8,1981,Oklahoma,7,4,1,0.625,4,2,1,0.643,28.4,16.1,13.81,6.56,2,2,20,
Big 8,1981,Kansas,8,4,0,0.667,4,3,0,0.571,15.7,16.3,6.58,4.99,,,,
Big 8,1981,Oklahoma State,7,5,0,0.583,4,3,0,0.571,16.4,18,5.2,4.7,,,,
Big 8,1981,Missouri,8,4,0,0.667,3,4,0,0.429,23,13.3,11.39,4.39,,8,19,
Big 8,1981,Iowa State,5,5,1,0.5,2,4,1,0.357,17.2,19.8,2.47,5.2,,11,,
Big 8,1981,Colorado,3,8,0,0.273,2,5,0,0.286,12.8,29.3,-1.73,8.36,,,,
Big 8,1981,Kansas State,2,9,0,0.182,1,6,0,0.143,14.9,27,-3.32,5.77,,,,
Big 8,1982,Nebraska,12,1,0,0.923,7,0,0,1,39.5,12.8,21.94,4.48,4,2,3,
Big 8,1982,Oklahoma,8,4,0,0.667,6,1,0,0.857,26.4,16.9,14.83,6.66,9,9,16,
Big 8,1982,Kansas State,6,5,1,0.542,3,3,1,0.5,19.2,15,5.28,2.28,,,,
Big 8,1982,Oklahoma State,4,5,2,0.455,3,2,2,0.571,21.9,24.3,0.08,1.9,,,,
Big 8,1982,Missouri,5,4,2,0.545,2,3,2,0.429,18.8,17.8,3.87,2.78,,,,
Big 8,1982,Iowa State,4,6,1,0.409,1,5,1,0.214,19.4,20.1,0.71,0.89,,,,
Big 8,1982,Colorado,2,8,1,0.227,1,5,1,0.214,14.5,27.4,-5.28,6.08,,,,
Big 8,1982,Kansas,2,7,2,0.273,1,5,1,0.214,13.6,25.1,-6.27,2.73,,,,
Big 8,1983,Nebraska,12,1,0,0.923,7,0,0,1,50.3,16.7,22.61,3.84,1,1,2,
Big 8,1983,Oklahoma,8,4,0,0.667,5,2,0,0.714,26,18.5,10.32,3.82,2,2,,
Big 8,1983,Missouri,7,5,0,0.583,5,2,0,0.714,24.3,16.8,10.59,6.18,,19,,
Big 8,1983,Oklahoma State,8,4,0,0.667,3,4,0,0.429,22.6,13.5,9.4,1.82,,,,
Big 8,1983,Iowa State,4,7,0,0.364,3,4,0,0.429,22.5,35,-4.49,3.15,,,,
Big 8,1983,Kansas,4,6,1,0.409,2,5,0,0.286,26.9,29.1,-0.16,2.12,,,,
Big 8,1983,Colorado,4,7,0,0.364,2,5,0,0.286,22.9,31.1,-1.79,2.94,,,,
Big 8,1983,Kansas State,3,8,0,0.273,1,6,0,0.143,16.9,31.2,-7.48,3.97,,,,
Big 8,1984,Nebraska,10,2,0,0.833,6,1,0,0.857,32.3,9.6,17.57,2.15,2,1,4,
Big 8,1984,Oklahoma,9,2,1,0.792,6,1,0,0.857,25.5,13.7,13.27,3.27,16,2,6,
Big 8,1984,Oklahoma State,10,2,0,0.833,5,2,0,0.714,26,12.3,13.69,2.44,,3,7,
Big 8,1984,Kansas,5,6,0,0.455,4,3,0,0.571,19.8,27.1,-1.25,2.3,,,,
Big 8,1984,Kansas State,3,7,1,0.318,2,4,1,0.357,16.8,30,-5,3.45,,,,
Big 8,1984,Missouri,3,7,1,0.318,2,4,1,0.357,28.2,27.4,2.19,4.19,,,,
Big 8,1984,Iowa State,2,7,2,0.273,0,5,2,0.143,13.5,23.9,-7.62,0.38,,,,
Big 8,1984,Colorado,1,10,0,0.091,1,6,0,0.143,15.6,33.1,-8.99,4.74,,,,
Big 8,1985,Oklahoma,11,1,0,0.917,7,0,0,1,30.9,8.6,20.95,5.03,1,1,1,
Big 8,1985,Nebraska,9,3,0,0.75,6,1,0,0.857,35.1,13.6,15.23,3.73,9,2,11,
Big 8,1985,Oklahoma State,8,4,0,0.667,4,3,0,0.571,21.3,15.7,6.54,1.46,16,5,,
Big 8,1985,Colorado,7,5,0,0.583,4,3,0,0.571,19,14.5,7.1,3.85,,,,
Big 8,1985,Iowa State,5,6,0,0.455,3,4,0,0.429,14.1,28.9,-5.37,1.45,,,,
Big 8,1985,Kansas,6,6,0,0.5,2,5,0,0.286,24.5,23.4,3.14,0.06,,,,
Big 8,1985,Kansas State,1,10,0,0.091,1,6,0,0.143,9.2,26.8,-14.84,-0.93,,,,
Big 8,1985,Missouri,1,10,0,0.091,1,6,0,0.143,18.7,31.1,-8.26,2.38,,,,
Big 8,1986,Oklahoma,11,1,0,0.917,7,0,0,1,42.3,6.8,23.38,4.21,1,1,3,
Big 8,1986,Colorado,6,6,0,0.5,6,1,0,0.857,20.2,16.1,6.13,4.8,,,,
Big 8,1986,Nebraska,10,2,0,0.833,5,2,0,0.714,37.2,13.8,18.05,2.8,8,3,5,
Big 8,1986,Oklahoma State,6,5,0,0.545,4,3,0,0.571,16.5,17.4,-1.41,-1.05,,,,
Big 8,1986,Iowa State,6,5,0,0.545,3,4,0,0.429,23.4,22.2,0.88,-0.13,,,,
Big 8,1986,Missouri,3,8,0,0.273,2,5,0,0.286,17.8,28.5,-5.93,1.71,,,,
Big 8,1986,Kansas State,2,9,0,0.182,1,6,0,0.143,12.2,31.2,-13.12,-0.4,,,,
Big 8,1986,Kansas,3,8,0,0.273,0,7,0,0,10.2,29.7,-10.65,-0.83,,,,
Big 8,1987,Oklahoma,11,1,0,0.917,7,0,0,1,41.1,8.5,18.6,0.68,1,1,3,
Big 8,1987,Nebraska,10,2,0,0.833,6,1,0,0.857,37.6,13.7,19.18,5.09,2,1,6,
Big 8,1987,Oklahoma State,10,2,0,0.833,5,2,0,0.714,34.1,20.2,11.5,0.67,,11,11,
Big 8,1987,Colorado,7,4,0,0.636,4,3,0,0.571,24.4,16.4,6.55,1.18,,,,
Big 8,1987,Missouri,5,6,0,0.455,3,4,0,0.429,20.5,19,4.47,2.83,,,,
Big 8,1987,Iowa State,3,8,0,0.273,2,5,0,0.286,17.7,37.9,-9.63,3.37,,,,
Big 8,1987,Kansas,1,9,1,0.136,0,6,1,0.071,12.3,36.2,-13.22,1.33,,,,
Big 8,1987,Kansas State,0,10,1,0.045,0,6,1,0.071,12.3,38.3,-16.16,1.47,,,,
Big 8,1988,Nebraska,11,2,0,0.846,7,0,0,1,36.7,15.8,13.55,1.01,2,2,10,
Big 8,1988,Oklahoma,9,3,0,0.75,6,1,0,0.857,27.7,13.3,12.93,2.76,3,3,14,
Big 8,1988,Oklahoma State,10,2,0,0.833,5,2,0,0.714,48.7,28.4,14.03,-0.89,,10,11,
Big 8,1988,Colorado,8,4,0,0.667,4,3,0,0.571,26.8,16.3,7.1,0.77,,19,,
Big 8,1988,Iowa State,5,6,0,0.455,3,4,0,0.429,17.7,23.5,-3.78,-0.41,,,,
Big 8,1988,Missouri,3,7,1,0.318,2,5,0,0.286,21.3,30,-2.22,4.05,,,,
Big 8,1988,Kansas,1,10,0,0.091,1,6,0,0.143,17.2,45.1,-15.45,1.64,,,,
Big 8,1988,Kansas State,0,11,0,0,0,7,0,0,15.5,40.7,-16.84,1.62,,,,
Big 8,1989,Colorado,11,1,0,0.917,7,0,0,1,38.2,14.3,21.54,3.63,14,1,4,
Big 8,1989,Nebraska,10,2,0,0.833,6,1,0,0.857,42.4,17.9,16.03,0.2,3,3,11,
Big 8,1989,Oklahoma,7,4,0,0.636,5,2,0,0.714,34.5,18.2,8.87,-0.22,15,6,,
Big 8,1989,Iowa State,6,5,0,0.545,4,3,0,0.571,26.7,27.7,-0.65,-1.65,,,,
Big 8,1989,Oklahoma State,4,7,0,0.364,3,4,0,0.429,20.5,29,-5.01,2.54,,,,
Big 8,1989,Kansas,4,7,0,0.364,2,5,0,0.286,22.5,34.8,-8.68,-1.59,,,,
Big 8,1989,Missouri,2,9,0,0.182,1,6,0,0.143,15.5,33,-8.97,3.57,,,,
Big 8,1989,Kansas State,1,10,0,0.091,0,7,0,0,12.2,31.7,-15.11,-0.38,,,,
Big 8,1990,Colorado,11,1,1,0.885,7,0,0,1,30.7,17.6,19.45,9.06,5,1,1,
Big 8,1990,Nebraska,9,3,0,0.75,5,2,0,0.714,36.2,16,15.48,3.64,7,3,24,
Big 8,1990,Oklahoma,8,3,0,0.727,5,2,0,0.714,36.5,15.8,17.47,4.29,22,4,17,
Big 8,1990,Iowa State,4,6,1,0.409,2,4,1,0.357,24.5,27.9,1.15,3.6,,,,
Big 8,1990,Kansas,3,7,1,0.318,2,4,1,0.357,19.4,33.2,-1.03,7.52,,,,
Big 8,1990,Kansas State,5,6,0,0.455,2,5,0,0.286,23.2,26.6,-1.65,-0.1,,,,
Big 8,1990,Missouri,4,7,0,0.364,2,5,0,0.286,25.3,32.7,1.19,4.55,,,,
Big 8,1990,Oklahoma State,4,7,0,0.364,2,5,0,0.286,21.2,28.1,-1.99,3.47,,,,
Big 8,1991,Colorado,8,3,1,0.708,6,0,1,0.929,27.4,15,11.24,3.57,13,12,20,
Big 8,1991,Nebraska,9,2,1,0.792,6,0,1,0.929,37.8,19.2,15.81,4.98,15,9,15,
Big 8,1991,Oklahoma,9,3,0,0.75,5,2,0,0.714,31.9,13.1,14.36,1.36,10,5,16,
Big 8,1991,Kansas State,7,4,0,0.636,4,3,0,0.571,23.9,20.5,5.36,0.73,,,,
Big 8,1991,Kansas,6,5,0,0.545,3,4,0,0.429,28.5,22.2,6.6,1.87,,,,
Big 8,1991,Iowa State,3,7,1,0.318,1,5,1,0.214,14.3,24.2,-5.46,2.54,,,,
Big 8,1991,Missouri,3,7,1,0.318,1,6,0,0.143,20.3,36.6,-4.4,5.6,,,,
Big 8,1991,Oklahoma State,0,10,1,0.045,0,6,1,0.071,9.6,27.9,-7.99,7.11,,,,
Big 8,1992,Nebraska,9,3,0,0.75,6,1,0,0.857,36.8,16.6,16.98,4.31,11,7,14,
Big 8,1992,Colorado,9,2,1,0.792,5,1,1,0.786,28.3,18.7,11.82,2.32,12,7,13,
Big 8,1992,Kansas,8,4,0,0.667,4,3,0,0.571,31.1,21.8,8.67,1.17,,13,22,
Big 8,1992,Oklahoma,5,4,2,0.545,3,2,2,0.571,24.6,17.8,4.39,1.49,15,13,,
Big 8,1992,Oklahoma State,4,6,1,0.409,2,4,1,0.357,14.6,22.8,-2.67,2.06,,,,
Big 8,1992,Kansas State,5,6,0,0.455,2,5,0,0.286,17.7,21.2,-2.8,-0.98,,,,
Big 8,1992,Iowa State,4,7,0,0.364,2,5,0,0.286,21,22,-2.51,-0.87,,,,
Big 8,1992,Missouri,3,8,0,0.273,2,5,0,0.286,19.5,24.5,-1.53,2.92,,,,
Big 8,1993,Nebraska,11,1,0,0.917,7,0,0,1,36.4,16.2,20.31,5.48,8,2,3,
Big 8,1993,Colorado,8,3,1,0.708,5,1,1,0.786,30.7,20.8,15.48,6.07,11,7,16,
Big 8,1993,Kansas State,9,2,1,0.792,4,2,1,0.643,28.3,18.9,9.44,0.36,,18,20,
Big 8,1993,Oklahoma,9,3,0,0.75,4,3,0,0.571,29.8,15.5,17.31,5.31,22,9,17,
Big 8,1993,Kansas,5,7,0,0.417,3,4,0,0.429,20.2,21.3,3.25,5.75,,,,
Big 8,1993,Missouri,3,7,1,0.318,2,5,0,0.286,17.5,31.3,1.05,8.51,,,,
Big 8,1993,Iowa State,3,8,0,0.273,2,5,0,0.286,22.8,29.5,-1.64,6,,,,
Big 8,1993,Oklahoma State,3,8,0,0.273,0,7,0,0,15.8,21.5,-2.28,3.99,,,,
Big 8,1994,Nebraska,13,0,0,1,7,0,0,1,35.3,12.5,20.65,2.26,4,1,1,
Big 8,1994,Colorado,11,1,0,0.917,6,1,0,0.857,36.6,19.6,18.4,3.9,8,2,3,
Big 8,1994,Kansas State,9,3,0,0.75,5,2,0,0.714,26,14,10.57,0.91,,11,19,
Big 8,1994,Oklahoma,6,6,0,0.5,4,3,0,0.571,18.7,22.4,3.35,5.27,16,15,,
Big 8,1994,Kansas,6,5,0,0.545,3,4,0,0.429,28.5,22,2.55,0.28,,,,
Big 8,1994,Missouri,3,8,1,0.292,2,5,0,0.286,17.3,27.1,-6.15,1.85,,,,
Big 8,1994,Oklahoma State,3,7,1,0.318,0,6,1,0.071,16.4,23.3,-5.79,0.48,,,,
Big 8,1994,Iowa State,0,10,1,0.045,0,6,1,0.071,17.5,33,-13.21,1.88,,,,
Big 8,1995,Nebraska,12,0,0,1,7,0,0,1,53.2,14.5,26.86,3.78,2,1,1,
Big 8,1995,Colorado,10,2,0,0.833,5,2,0,0.714,37,20,16.92,4.25,13,4,5,
Big 8,1995,Kansas,10,2,0,0.833,5,2,0,0.714,28.8,21.8,11.61,2.53,,6,9,
Big 8,1995,Kansas State,10,2,0,0.833,5,2,0,0.714,38,13.8,15.13,0.79,,7,7,
Big 8,1995,Oklahoma,5,5,1,0.5,2,5,0,0.286,21.2,25,0.88,3.43,15,10,,
Big 8,1995,Oklahoma State,4,8,0,0.333,2,5,0,0.286,20.8,28.8,-2.89,3.44,,,,
Big 8,1995,Iowa State,3,8,0,0.273,1,6,0,0.143,24,37.2,-6.05,2.32,,,,
Big 8,1995,Missouri,3,8,0,0.273,1,6,0,0.143,16.9,28.3,-5.87,2.22,,,,
SWC,1915,Oklahoma,10,0,0,1,3,0,0,1,37,5.4,12.92,-4.68,,,,
SWC,1915,Baylor,7,1,0,0.875,3,0,0,1,23.5,2.8,8.81,-4.57,,,,
SWC,1915,Texas A&M,6,2,0,0.75,1,1,0,0.5,22.8,4.3,9.36,-2.15,,,,
SWC,1915,Arkansas,4,2,1,0.643,1,1,0,0.5,17.3,7.9,-0.14,-4.57,,,,
SWC,1915,Texas,6,3,0,0.667,2,2,0,0.5,37.2,7.7,14.93,4.6,,,,
SWC,1915,Rice,5,3,0,0.625,1,2,0,0.333,15.3,17.9,5.68,3.93,,,,
SWC,1915,Southwestern (TX),3,3,0,0.5,0,2,0,0,7.2,13.7,-4.49,-2.49,,,,
SWC,1915,Oklahoma State,4,5,1,0.45,0,3,0,0,16.1,9.3,-2.85,-4.15,,,,
SWC,1916,Texas,7,2,0,0.778,6,1,0,0.857,24.2,3.9,12.95,2.06,,,,
SWC,1916,Baylor,9,1,0,0.9,3,1,0,0.75,31.6,2.7,11.21,-5.29,,,,
SWC,1916,Rice,6,1,2,0.778,2,1,0,0.667,38.4,6.9,11.55,-0.9,,,,
SWC,1916,Oklahoma,6,5,0,0.545,2,1,0,0.667,42.9,10.5,4.23,-2.4,,,,
SWC,1916,Texas A&M,6,3,0,0.667,2,2,0,0.5,20.9,7.3,2.97,-1.03,,,,
SWC,1916,Arkansas,4,4,0,0.5,0,2,0,0,32.6,15.4,2.28,-1.73,,,,
SWC,1916,Oklahoma State,4,4,0,0.5,0,3,0,0,36.3,11.9,0.36,-4.01,,,,
SWC,1916,Southwestern (TX),1,5,1,0.214,0,4,0,0,8.6,19.9,-6.03,1.69,,,,
SWC,1917,Texas A&M,8,0,0,1,3,0,0,1,33.8,0,18.92,1.42,,,,
SWC,1917,Baylor,6,2,1,0.722,2,1,0,0.667,24.6,4.6,7.57,-1.54,,,,
SWC,1917,Rice,7,1,0,0.875,1,1,0,0.5,28.5,6.9,17.22,0.22,,,,
SWC,1917,Oklahoma,6,4,1,0.591,1,1,1,0.5,41,9.4,3.79,-1.94,,,,
SWC,1917,Texas,4,4,0,0.5,2,4,0,0.333,11.1,5,8.06,3.81,,,,
SWC,1917,Oklahoma State,4,5,0,0.444,1,2,0,0.333,10.3,10.4,-4.08,-3.19,,,,
SWC,1917,Arkansas,5,1,1,0.786,0,1,1,0.25,16.9,3.9,5.08,-5.35,,,,
SWC,1918,Oklahoma,6,0,0,1,2,0,0,1,46.3,1.2,18.86,-2.31,,,,
SWC,1918,Texas,9,0,0,1,4,0,0,1,21.6,1.6,16.78,-2.22,,,,
SWC,1918,Texas A&M,6,1,0,0.857,1,1,0,0.5,17.6,2.7,7.63,-2.37,,,,
SWC,1918,Rice,1,5,1,0.214,1,1,0,0.5,1.9,8.9,-9.67,-2.67,,,,
SWC,1918,SMU,3,2,0,0.6,1,2,0,0.333,7.8,9,-3.15,-3.75,,,,
SWC,1918,Arkansas,3,2,0,0.6,0,1,0,0,8.2,24.2,-1.4,-1.4,,,,
SWC,1918,Oklahoma State,4,2,0,0.667,0,2,0,0,18.2,12.2,6.63,1.63,,,,
SWC,1918,Baylor,0,6,0,0,0,2,0,0,3.2,15.3,-12.92,0.25,,,,
SWC,1919,Texas A&M,10,0,0,1,4,0,0,1,27.5,0,10.5,-6.7,,,,
SWC,1919,Rice,8,1,0,0.889,3,1,0,0.75,21.1,6.7,5.05,-5.17,,,,
SWC,1919,Oklahoma,5,2,3,0.65,2,1,0,0.667,27.5,6.3,2.35,-3.55,,,,
SWC,1919,Texas,6,3,0,0.667,3,2,0,0.6,20.1,7,7.05,-3.5,,,,
SWC,1919,Arkansas,3,4,0,0.429,1,2,0,0.333,7.9,23.4,-9.31,-1.02,,,,
SWC,1919,Baylor,5,3,1,0.611,0,3,1,0.125,16.2,8.1,1.42,-2.8,,,,
SWC,1919,SMU,5,4,1,0.55,0,2,1,0.167,16.2,8.6,-1.39,-5.89,,,,
SWC,1919,Oklahoma State,3,3,2,0.5,0,2,0,0,15.8,11.8,-7.49,-7.24,,,,
SWC,1920,Texas,9,0,0,1,5,0,0,1,31.3,1.4,14.1,-6.67,,,,
SWC,1920,Texas A&M,6,1,1,0.813,5,1,0,0.833,28.6,0.9,10.45,-2.43,,,,
SWC,1920,Arkansas,3,2,2,0.571,2,0,1,0.833,6,3.1,-0.06,-2.49,,,,
SWC,1920,Rice,4,2,2,0.625,2,2,1,0.5,13.1,3.5,5.45,-0.67,,,,
SWC,1920,Baylor,4,4,1,0.5,1,2,1,0.375,7.2,9.9,-7.95,-5.73,,,,
SWC,1920,SMU,3,5,2,0.4,0,4,1,0.1,12.5,9,-3.85,-3.45,,,,
SWC,1920,Phillips,4,4,2,0.5,0,3,0,0,8.9,12.4,-5.75,-4.05,,,,
SWC,1920,Oklahoma State,0,7,1,0.063,0,3,0,0,4.4,25,-16.74,-0.37,,,,
SWC,1921,Texas A&M,6,1,2,0.778,3,0,2,0.8,12.2,6.3,6.7,0.59,,,,
SWC,1921,Texas,6,1,1,0.813,1,0,1,0.75,33.5,3.4,12.54,-2.58,,,,
SWC,1921,Arkansas,5,3,1,0.611,2,1,0,0.667,16,5.3,2.81,-5.19,,,,
SWC,1921,Baylor,8,3,0,0.727,2,2,0,0.5,19.5,7.5,4.2,-6.07,,,,
SWC,1921,Oklahoma State,5,4,1,0.55,1,1,0,0.5,13.5,12.5,-2.86,-2.66,,,,
SWC,1921,Rice,4,4,1,0.5,1,2,1,0.375,16,14.2,-1.34,-2.12,,,,
SWC,1921,SMU,1,6,1,0.188,0,4,0,0,1.9,11.5,-12.66,-4.03,,,,
SWC,1922,Baylor,8,3,0,0.727,5,0,0,1,26.8,11.6,3.97,-5.67,,,,
SWC,1922,Texas,7,2,0,0.778,2,1,0,0.667,22.4,7.6,12.42,-0.8,,,,
SWC,1922,SMU,6,3,1,0.65,2,2,0,0.5,23.5,6.9,1.82,-6.49,,,,
SWC,1922,Texas A&M,5,4,0,0.556,2,2,0,0.5,18.4,7.7,2.26,-4.4,,,,
SWC,1922,Oklahoma State,4,4,1,0.5,2,3,0,0.4,14.4,9.6,-0.55,-2.88,,,,
SWC,1922,Rice,4,4,0,0.5,1,4,0,0.2,12,16,-4.76,-2.26,,,,
SWC,1922,Arkansas,4,5,0,0.444,1,3,0,0.25,15.9,15.1,-5.4,-5.84,,,,
SWC,1923,SMU,9,0,0,1,5,0,0,1,23,1,10.68,-5.43,,,,
SWC,1923,Texas,8,0,1,0.944,2,0,1,0.833,26.8,2.3,15.46,-1.76,,,,
SWC,1923,Texas Christian,4,5,0,0.444,2,1,0,0.667,10.3,15.2,-12.69,-8.58,,,,
SWC,1923,Arkansas,6,2,1,0.722,2,2,0,0.5,17.6,4.4,5.29,-5.83,,,,
SWC,1923,Baylor,5,1,2,0.75,1,1,2,0.5,13,4.9,6.88,-1,,,,
SWC,1923,Rice,3,5,0,0.375,1,4,0,0.2,4.4,11.8,-9.98,-3.6,,,,
SWC,1923,Oklahoma State,2,8,0,0.2,1,3,0,0.25,4,9.7,-8.98,-2.68,,,,
SWC,1923,Texas A&M,5,3,1,0.611,0,3,1,0.125,15,2.6,6.54,-1.47,,,,
SWC,1924,Baylor,7,2,1,0.75,4,0,1,0.9,14.9,6.6,5.04,-2.66,,,,
SWC,1924,SMU,5,1,4,0.7,2,0,4,0.667,9.2,5.9,1.86,-1.34,,,,
SWC,1924,Oklahoma State,6,1,2,0.778,1,1,1,0.5,13,5.6,4.03,-3.97,,,,
SWC,1924,Texas A&M,7,2,1,0.75,2,2,1,0.5,22.9,3.5,9.11,-2.79,,,,
SWC,1924,Rice,4,4,0,0.5,2,2,0,0.5,10.6,8.6,0.61,-1.39,,,,
SWC,1924,Texas,5,3,1,0.611,2,3,0,0.4,12.1,7.1,3.78,-0.33,,,,
SWC,1924,Arkansas,7,2,1,0.75,1,2,1,0.375,22.7,6.9,7.15,-3.65,,,,
SWC,1924,Texas Christian,4,5,0,0.444,1,5,0,0.167,9.2,10.7,-3.21,-0.33,,,,
SWC,1925,Texas A&M,7,1,1,0.833,4,1,0,0.8,21.2,2.8,8.83,-2.84,,,,
SWC,1925,Texas Christian,7,1,1,0.833,2,0,1,0.833,14.8,6,0.96,-7.93,,,,
SWC,1925,Texas,6,2,1,0.722,2,1,1,0.625,17.4,5.7,9.41,-0.7,,,,
SWC,1925,SMU,5,2,2,0.667,1,1,2,0.5,16.4,4.6,6.9,-0.66,,,,
SWC,1925,Rice,4,4,1,0.5,1,2,1,0.375,9.4,8.8,-4.28,-4.17,,,,
SWC,1925,Baylor,3,5,2,0.4,0,3,2,0.2,7.9,11.5,-4.08,-1.68,,,,
SWC,1925,Arkansas,4,4,1,0.5,0,2,1,0.167,10.6,6.8,-2.78,-4,,,,
SWC,1926,SMU,8,0,1,0.944,5,0,0,1,25.4,5.2,14.62,-0.6,,,,
SWC,1926,Baylor,6,3,1,0.65,3,1,1,0.7,10.3,9.3,-0.18,-2.08,,,,
SWC,1926,Texas Christian,6,1,2,0.778,1,1,2,0.5,12.2,8.2,2.61,-2.17,,,,
SWC,1926,Texas,5,4,0,0.556,2,2,0,0.5,16.2,7.7,8.18,0.73,,,,
SWC,1926,Texas A&M,5,3,1,0.611,1,3,1,0.3,20.4,6.6,7.16,-0.84,,,,
SWC,1926,Arkansas,5,5,0,0.5,0,1,0,0,17.9,8.8,1.92,-2.88,,,,
SWC,1926,Rice,4,4,1,0.5,0,4,0,0,9.3,9,-2.06,-2.4,,,,
SWC,1927,Texas A&M,8,0,1,0.944,4,0,1,0.9,29.1,3.6,15.87,-3.35,,,,
SWC,1927,SMU,7,2,0,0.778,4,1,0,0.8,29.7,9,10.24,-3.31,,,,
SWC,1927,Arkansas,8,1,0,0.889,2,1,0,0.667,24.2,8.4,7.88,-4.57,,,,
SWC,1927,Texas,6,2,1,0.722,2,2,1,0.5,18.2,8.1,6.15,-1.08,,,,
SWC,1927,Texas Christian,4,3,2,0.556,1,2,2,0.4,9.9,7.1,0.21,-1.9,,,,
SWC,1927,Rice,2,6,1,0.278,1,3,0,0.25,7.1,17.8,-14.28,-4.05,,,,
